"Tabela 2094 - População residente por cor ou raça e religião"
"Variável - População residente (Pessoas)"
"Município";"Religião";"Ano x Cor ou raça"
"Município";"Religião";"2010"
"Município";"Religião";"Branca";"Preta";"Parda"
"3509908";"Total";"7195";"510";"4385"
"3509957";"Total";"2462";"269";"1640"
"3510005";"Total";"22132";"950";"6567"
"3510104";"Total";"2274";"57";"321"
"3510153";"Total";"2588";"176";"1584"
"3510203";"Total";"33607";"751";"10991"
"3510302";"Total";"13076";"407";"3948"
"3510401";"Total";"33658";"3842";"11023"
"3510500";"Total";"66581";"4727";"28673"
"3510609";"Total";"187448";"30193";"148804"
"3510708";"Total";"7033";"546";"4129"
"3510807";"Total";"18483";"1924";"7817"
"3510906";"Total";"1928";"164";"532"
"3511003";"Total";"9797";"749";"7220"
"3511102";"Total";"85877";"4433";"21829"
"3511201";"Total";"4718";"146";"2252"
"3511300";"Total";"6790";"171";"970"
"3511409";"Total";"13974";"453";"3061"
"3511508";"Total";"30765";"995";"7671"
"3511607";"Total";"11742";"321";"3374"
"3511706";"Total";"10843";"680";"3527"
"3511904";"Total";"4048";"260";"2686"
"3512001";"Total";"10205";"774";"6270"
"3512100";"Total";"2843";"641";"2336"
"3512209";"Total";"16929";"1742";"6457"
"3512308";"Total";"13345";"381";"2530"
"3512407";"Total";"15358";"1180";"4406"
"3512506";"Total";"3745";"99";"1387"
"3512605";"Total";"3668";"126";"1102"
"3512704";"Total";"2860";"162";"832"
"3512803";"Total";"34716";"3422";"20394"
"3512902";"Total";"5576";"158";"1464"
"3513009";"Total";"115217";"11716";"71163"
"3513108";"Total";"21337";"2122";"8132"
"3513207";"Total";"4822";"445";"2267"
"3513306";"Total";"1672";"43";"542"
"3513405";"Total";"56089";"4011";"16748"
"3513504";"Total";"49541";"9285";"58804"
"3513603";"Total";"15534";"344";"5928"
"3513702";"Total";"24169";"848";"5788"
"3513801";"Total";"188345";"30630";"162628"
"3513850";"Total";"1069";"27";"578"
"3513900";"Total";"8870";"250";"2067"
"3514007";"Total";"3948";"337";"3649"
"3514106";"Total";"18288";"974";"5490"
"3514205";"Total";"1459";"85";"540"
"3514304";"Total";"6835";"489";"1285"
"3514403";"Total";"30048";"1305";"10393"
"3514502";"Total";"8297";"291";"3473"
"3514601";"Total";"5683";"278";"2182"
"3514700";"Total";"3797";"242";"2249"
"3514809";"Total";"5920";"1912";"6616"
"3514908";"Total";"10788";"599";"4263"
"3514924";"Total";"2482";"129";"506"
"3514957";"Total";"1603";"54";"749"
"3515004";"Total";"106831";"19892";"111639"
"3515103";"Total";"34218";"3289";"24634"
"3515129";"Total";"1745";"93";"1115"
"3515152";"Total";"8081";"924";"6588"
"3515186";"Total";"32870";"2317";"6561"
"3515194";"Total";"2794";"161";"1270"
"3515202";"Total";"6399";"145";"1638"
"3515301";"Total";"1375";"130";"1146"
"3515350";"Total";"3904";"464";"5163"
"3515400";"Total";"12735";"489";"2050"
"3515509";"Total";"49307";"1561";"13048"
"3515608";"Total";"4502";"108";"918"
"3515657";"Total";"1070";"23";"463"
"3515707";"Total";"79835";"14127";"73285"
"3515806";"Total";"937";"95";"693"
"3515905";"Total";"2400";"99";"496"
"3516002";"Total";"7607";"431";"4623"
"3516101";"Total";"2004";"116";"687"
"3516200";"Total";"220348";"20077";"75979"
"3516309";"Total";"65602";"12627";"75581"
"3516408";"Total";"67880";"9520";"49871"
"3516507";"Total";"1951";"42";"660"
"3516606";"Total";"4444";"368";"2128"
"3516705";"Total";"26389";"2715";"13349"
"3516804";"Total";"2312";"102";"1777"
"3516853";"Total";"2543";"361";"1513"
"3516903";"Total";"7183";"440";"3011"
"3517000";"Total";"5832";"536";"4240"
"3517109";"Total";"2881";"142";"1493"
"3517208";"Total";"5949";"558";"3999"
"3517307";"Total";"2595";"247";"2454"
"3517406";"Total";"24259";"1902";"10690"
"3517505";"Total";"12626";"572";"4600"
"3517604";"Total";"10195";"200";"7458"
"3517703";"Total";"9468";"2238";"7909"
"3517802";"Total";"5071";"324";"2764"
"3517901";"Total";"6125";"551";"3243"
"3518008";"Total";"1460";"41";"456"
"3518107";"Total";"3716";"221";"2416"
"3518206";"Total";"17619";"1230";"11215"
"3518305";"Total";"17715";"1083";"6682"
"3518404";"Total";"78686";"4513";"28414"
"3518503";"Total";"11026";"549";"2944"
"3518602";"Total";"17229";"2365";"15775"
"3518701";"Total";"137212";"18590";"132332"
"3518800";"Total";"651752";"71616";"481525"
"3518859";"Total";"3821";"387";"2262"
"3518909";"Total";"2853";"89";"1797"
"3519006";"Total";"4402";"385";"3810"
"3519055";"Total";"7803";"371";"3053"
"3519071";"Total";"102179";"14004";"75053"
"3519105";"Total";"7138";"316";"2505"
"3519204";"Total";"3567";"177";"2507"
"3519253";"Total";"3552";"416";"2402"
"3519303";"Total";"18899";"1384";"10199"
"3519402";"Total";"8447";"173";"2206"
"3519501";"Total";"5259";"267";"1151"
"3519600";"Total";"40568";"1841";"10440"
"3519709";"Total";"47195";"1958";"19601"
"3519808";"Total";"4149";"494";"2727"
"3519907";"Total";"5686";"189";"1711"
"3520004";"Total";"15047";"1561";"6657"
"3520103";"Total";"15211";"1984";"10501"
"3520202";"Total";"6168";"367";"2245"
"3520301";"Total";"17212";"936";"10134"
"3520400";"Total";"13975";"1570";"12347"
"3520426";"Total";"5209";"571";"3145"
"3520442";"Total";"14190";"970";"9448"
"3520509";"Total";"138722";"9458";"50246"
"3520608";"Total";"3139";"254";"1421"
"3520707";"Total";"2884";"166";"837"
"3520806";"Total";"2001";"146";"1421"
"3520905";"Total";"9455";"772";"3368"
"3521002";"Total";"16996";"1813";"9379"
"3521101";"Total";"3816";"326";"1864"
"3521150";"Total";"3521";"132";"786"
"3521200";"Total";"1072";"533";"2685"
"3521309";"Total";"8099";"627";"5271"
"3521408";"Total";"14116";"872";"4988"
"3521507";"Total";"5150";"241";"1878"
"3521606";"Total";"3779";"485";"3280"
"3521705";"Total";"13376";"360";"3949"
"3521804";"Total";"16427";"938";"6359"
"3521903";"Total";"12395";"282";"1822"
"3522000";"Total";"2323";"103";"818"
"3522109";"Total";"51716";"3891";"30423"
"3522158";"Total";"987";"118";"2117"
"3522208";"Total";"71081";"10977";"68701"
"3522307";"Total";"111890";"3815";"26692"
"3522406";"Total";"65513";"1828";"19629"
"3522505";"Total";"90268";"16024";"92761"
"3522604";"Total";"53427";"3363";"11515"
"3522653";"Total";"2124";"80";"1647"
"3522703";"Total";"32165";"940";"6681"
"3522802";"Total";"11422";"275";"2602"
"3522901";"Total";"8989";"689";"2481"
"3523008";"Total";"1879";"259";"2161"
"3523107";"Total";"138342";"23913";"157598"
"3523206";"Total";"37405";"754";"9613"
"3523305";"Total";"7429";"1076";"6568"
"3523404";"Total";"72399";"4323";"23776"
"3523503";"Total";"12804";"711";"4428"
"3523602";"Total";"10058";"891";"4494"
"3523701";"Total";"3276";"373";"2232"
"3523800";"Total";"5023";"668";"1840"
"3523909";"Total";"108135";"6885";"37924"
"3524006";"Total";"28636";"2118";"13662"
"3524105";"Total";"25727";"1950";"10536"
"3524204";"Total";"4001";"476";"2074"
"3524303";"Total";"51096";"3899";"15804"
"3524402";"Total";"146981";"9744";"51682"
"3524501";"Total";"4226";"120";"1296"
"3524600";"Total";"9381";"529";"7152"
"3524709";"Total";"31648";"1534";"10753"
"3524808";"Total";"36341";"1309";"8592"
"3524907";"Total";"4017";"224";"1092"
"3525003";"Total";"54706";"8548";"44081"
"3525102";"Total";"25400";"1889";"10257"
"3525201";"Total";"14069";"1064";"8552"
"3525300";"Total";"101720";"6357";"22459"
"3525409";"Total";"1674";"340";"1088"
"3525508";"Total";"9921";"216";"1510"
"3525607";"Total";"2360";"244";"1522"
"3525706";"Total";"25001";"914";"6713"
"3525805";"Total";"1979";"153";"2283"
"3525854";"Total";"1933";"159";"700"
"3525904";"Total";"282794";"14150";"69741"
"3526001";"Total";"11773";"715";"5828"
"3526100";"Total";"9162";"775";"8862"
"3526209";"Total";"17885";"1297";"9365"
"3526308";"Total";"3578";"141";"1096"
"3526407";"Total";"19191";"1071";"4960"
"3526506";"Total";"4595";"741";"3246"
"3526605";"Total";"4605";"207";"1769"
"3526704";"Total";"64450";"4359";"22369"
"3526803";"Total";"43266";"2107";"15567"
"3526902";"Total";"198713";"13485";"62056"
"3527009";"Total";"5165";"256";"1213"
"3527108";"Total";"44439";"5000";"20394"
"3527207";"Total";"53104";"5892";"23026"
"3527256";"Total";"1367";"85";"663"
"3527306";"Total";"24286";"1808";"10693"
"3527405";"Total";"13481";"422";"5583"
"3527504";"Total";"1479";"65";"686"
"3527603";"Total";"6833";"681";"3730"
"3527702";"Total";"2148";"210";"2664"
"3527801";"Total";"2394";"262";"1681"
"3527900";"Total";"1533";"163";"1002"
"3528007";"Total";"10445";"763";"5006"
"3528106";"Total";"6612";"98";"943"
"3528205";"Total";"2814";"101";"724"
"3528304";"Total";"2367";"66";"755"
"3528403";"Total";"26524";"2053";"14302"
"3528502";"Total";"53296";"3793";"23028"
"3528601";"Total";"7114";"259";"1609"
"3528700";"Total";"1869";"273";"2651"
"3528809";"Total";"8843";"414";"3970"
"3528858";"Total";"2304";"66";"263"
"3528908";"Total";"2550";"95";"1235"
"3529005";"Total";"137288";"9697";"63116"
"3529104";"Total";"1446";"105";"539"
"3529203";"Total";"15043";"883";"8038"
"3529302";"Total";"52302";"3818";"19839"
"3529401";"Total";"234158";"25321";"153403"
"3529500";"Total";"3644";"67";"897"
"3529609";"Total";"2868";"128";"842"
"3529658";"Total";"1133";"37";"699"
"3529708";"Total";"12019";"1114";"7105"
"3529807";"Total";"8393";"369";"3274"
"3529906";"Total";"10159";"783";"9158"
"3530003";"Total";"1937";"87";"732"
"3530102";"Total";"16013";"1102";"9101"
"3530201";"Total";"8217";"668";"7815"
"3530300";"Total";"40743";"2506";"10327"
"3530409";"Total";"2999";"170";"1105"
"3530508";"Total";"46995";"3027";"15565"
"3530607";"Total";"238972";"22772";"109153"
"3530706";"Total";"108699";"5202";"22693"
"3530805";"Total";"65623";"3359";"16702"
"3530904";"Total";"2289";"136";"834"
"3531001";"Total";"1582";"73";"468"
"3531100";"Total";"27480";"2762";"15416"
"3531209";"Total";"5755";"225";"1145"
"3531308";"Total";"35230";"1936";"9116"
"3531407";"Total";"16498";"575";"4618"
"3531506";"Total";"13843";"619";"4323"
"3531605";"Total";"2541";"141";"1344"
"3531704";"Total";"2808";"143";"1138"
"3531803";"Total";"26922";"3265";"18622"
"3531902";"Total";"13932";"2175";"12739"
"3532009";"Total";"7794";"263";"3625"
"3532058";"Total";"2433";"272";"1584"
"3532108";"Total";"2547";"122";"1428"
"3532157";"Total";"1346";"139";"1210"
"3532207";"Total";"1956";"265";"2003"
"3532306";"Total";"5132";"60";"1455"
"3532405";"Total";"11786";"701";"3759"
"3532504";"Total";"6809";"272";"1657"
"3532603";"Total";"8978";"389";"1328"
"3532702";"Total";"2632";"133";"1507"
"3532801";"Total";"4770";"113";"974"
"3532827";"Total";"5843";"132";"2511"
"3532843";"Total";"1377";"48";"677"
"3532868";"Total";"704";"55";"361"
"3532900";"Total";"5794";"657";"2799"
"3533007";"Total";"12231";"705";"6008"
"3533106";"Total";"1639";"39";"493"
"3533205";"Total";"1546";"92";"1390"
"3533254";"Total";"2286";"328";"1953"
"3533304";"Total";"1940";"268";"1179"
"3533403";"Total";"36792";"1948";"12097"
"3533502";"Total";"28472";"859";"7172"
"3533601";"Total";"5223";"220";"1359"
"3533700";"Total";"2805";"188";"1156"
"3533809";"Total";"2211";"78";"377"
"3533908";"Total";"35158";"2043";"12541"
"3534005";"Total";"2167";"207";"1482"
"3534104";"Total";"3534";"324";"2219"
"3534203";"Total";"3091";"357";"2126"
"3534302";"Total";"24214";"2138";"13345"
"3534401";"Total";"389556";"41620";"227394"
"3534500";"Total";"1672";"94";"731"
"3534609";"Total";"20664";"925";"8774"
"3534708";"Total";"73274";"4429";"24008"
"3534757";"Total";"5055";"233";"2964"
"3534807";"Total";"3852";"270";"3654"
"3534906";"Total";"7422";"629";"4712"
"3535002";"Total";"7901";"330";"2790"
"3535101";"Total";"5652";"877";"4324"
"3535200";"Total";"6902";"374";"2159"
"3535309";"Total";"17509";"341";"3308"
"3535408";"Total";"8158";"420";"5926"
"3535507";"Total";"27126";"1973";"12615"
"3535606";"Total";"13606";"385";"3264"
"3535705";"Total";"4653";"148";"1084"
"3535804";"Total";"12473";"553";"4645"
"3535903";"Total";"2508";"138";"1025"
"3536000";"Total";"6885";"362";"3404"
"3536109";"Total";"4067";"200";"1283"
"3536208";"Total";"10832";"697";"6600"
"3536257";"Total";"1432";"85";"500"
"3536307";"Total";"8112";"1060";"3730"
"3536406";"Total";"3479";"166";"2615"
"3536505";"Total";"52282";"4880";"24049"
"3536570";"Total";"1364";"45";"363"
"3536604";"Total";"4247";"1125";"3135"
"3536703";"Total";"27653";"1858";"11870"
"3536802";"Total";"4649";"73";"1034"
"3536901";"Total";"2145";"42";"360"
"3537008";"Total";"9402";"714";"5568"
"3537107";"Total";"29816";"1248";"10306"
"3537156";"Total";"2105";"64";"764"
"3537206";"Total";"5166";"385";"4497"
"3537305";"Total";"41475";"2248";"14196"
"3537404";"Total";"12261";"960";"10797"
"3537503";"Total";"5846";"171";"1400"
"3537602";"Total";"34270";"3509";"20782"
"3537701";"Total";"3268";"228";"1702"
"3537800";"Total";"39807";"1081";"9620"
"3537909";"Total";"18940";"744";"5851"
"3538006";"Total";"94705";"7608";"43207"
"3538105";"Total";"11534";"640";"2830"
"3538204";"Total";"10311";"385";"2309"
"3538303";"Total";"2056";"89";"1368"
"3538501";"Total";"8824";"875";"4390"
"3538600";"Total";"18441";"734";"5635"
"3538709";"Total";"264320";"21788";"75581"
"3538808";"Total";"24193";"346";"3872"
"3538907";"Total";"14988";"1005";"6572"
"3539004";"Total";"7927";"340";"2317"
"3539103";"Total";"7044";"963";"7652"
"3539202";"Total";"13148";"1374";"9463"
"3539301";"Total";"52009";"3206";"14570"
"3539400";"Total";"8536";"410";"3019"
"3539509";"Total";"18700";"1689";"14697"
"3539608";"Total";"3404";"194";"863"
"3539707";"Total";"2193";"83";"897"
"3539806";"Total";"56844";"7010";"41386"
"3539905";"Total";"4131";"170";"1065"
"3540002";"Total";"11369";"864";"7118"
"3540101";"Total";"2748";"71";"653"
"3540200";"Total";"17674";"2120";"20262"
"3540259";"Total";"2346";"314";"1385"
"3540309";"Total";"1815";"72";"601"
"3540408";"Total";"2725";"259";"1194"
"3540507";"Total";"6342";"229";"1746"
"3540606";"Total";"36873";"2359";"9464"
"3540705";"Total";"34863";"2799";"13504"
"3540754";"Total";"11505";"929";"6893"
"3540804";"Total";"11901";"302";"3149"
"3540853";"Total";"1639";"177";"1032"
"3540903";"Total";"10730";"924";"5700"
"3541000";"Total";"149810";"13839";"95700"
"3541059";"Total";"3225";"181";"1189"
"3541109";"Total";"2726";"145";"1242"
"3541208";"Total";"9199";"445";"3580"
"3541307";"Total";"20366";"1686";"18569"
"3541406";"Total";"134435";"9382";"57533"
"3541505";"Total";"22185";"1434";"12724"
"3541604";"Total";"22605";"1307";"11296"
"3541653";"Total";"2516";"193";"501"
"3541703";"Total";"7179";"504";"5055"
"3541802";"Total";"1223";"58";"1523"
"3541901";"Total";"5906";"788";"4578"
"3542008";"Total";"3142";"204";"2553"
"3542107";"Total";"6043";"588";"1977"
"3542206";"Total";"18047";"1186";"9195"
"3542305";"Total";"3031";"116";"673"
"3542404";"Total";"11934";"608";"5538"
"3542503";"Total";"4897";"373";"2042"
"3542602";"Total";"32543";"1863";"17698"
"3542701";"Total";"3893";"343";"2333"
"3542800";"Total";"2069";"85";"1205"
"3542909";"Total";"6714";"900";"4494"
"3543006";"Total";"11743";"265";"6094"
"3543105";"Total";"2225";"339";"1669"
"3543204";"Total";"3344";"70";"1027"
"3543238";"Total";"1264";"144";"765"
"3543253";"Total";"5867";"55";"1477"
"3543303";"Total";"72024";"5422";"34062"
"3543402";"Total";"420814";"38292";"137415"
"3543501";"Total";"4270";"112";"1772"
"3543600";"Total";"2167";"125";"1135"
"3543709";"Total";"5895";"553";"3880"
"3543808";"Total";"6470";"192";"3150"
"3543907";"Total";"139691";"8248";"37143"
"3544004";"Total";"18854";"1215";"9312"
"3544103";"Total";"19693";"4159";"19775"
"3544202";"Total";"5225";"610";"4576"
"3544251";"Total";"9679";"1120";"8666"
"3544301";"Total";"5740";"314";"3521"
"3544400";"Total";"1389";"148";"1172"
"3544509";"Total";"1959";"104";"739"
"3544608";"Total";"3312";"322";"1564"
"3544707";"Total";"1243";"84";"1046"
"3544806";"Total";"4029";"85";"1324"
"3544905";"Total";"8264";"470";"1786"
"3545001";"Total";"12786";"241";"2517"
"3545100";"Total";"2449";"220";"2110"
"3545159";"Total";"6150";"117";"775"
"3545209";"Total";"72102";"5223";"27397"
"3545308";"Total";"27478";"1486";"10662"
"3545407";"Total";"5859";"385";"2507"
"3545506";"Total";"1550";"213";"1831"
"3545605";"Total";"10589";"469";"3190"
"3545704";"Total";"3925";"274";"1483"
"3545803";"Total";"128794";"6763";"43385"
"3546009";"Total";"9507";"676";"3466"
"3546108";"Total";"1508";"54";"515"
"3546207";"Total";"3312";"28";"634"
"3546256";"Total";"1346";"80";"515"
"3546306";"Total";"17517";"1355";"10947"
"3546405";"Total";"33738";"1387";"8535"
"3546504";"Total";"3070";"209";"2279"
"3546603";"Total";"21253";"787";"6810"
"3546702";"Total";"14045";"795";"6763"
"3546801";"Total";"34397";"2485";"13168"
"3546900";"Total";"4852";"448";"2923"
"3547007";"Total";"3344";"151";"1904"
"3547106";"Total";"1444";"124";"1175"
"3547205";"Total";"1339";"21";"276"
"3547304";"Total";"64111";"5386";"38225"
"3547403";"Total";"1934";"40";"522"
"3547502";"Total";"20195";"1473";"4699"
"3547601";"Total";"15374";"1182";"7223"
"3547650";"Total";"1223";"9";"211"
"3547700";"Total";"12832";"898";"6349"
"3547809";"Total";"479664";"29294";"156837"
"3547908";"Total";"4643";"287";"1360"
"3548005";"Total";"14089";"933";"5498"
"3548054";"Total";"3888";"378";"3292"
"3548104";"Total";"4658";"242";"1020"
"3548203";"Total";"5358";"71";"1012"
"3548302";"Total";"1480";"81";"1206"
"3548401";"Total";"2015";"232";"1904"
"3548500";"Total";"300582";"19755";"93653"
"3548609";"Total";"8825";"333";"1234"
"3548708";"Total";"490175";"38896";"220233"
"3548807";"Total";"127570";"3617";"15313"
"3548906";"Total";"160554";"11709";"47846"
"3549003";"Total";"2096";"59";"611"
"3549102";"Total";"66417";"4238";"12775"
"3549201";"Total";"1975";"131";"446"
"3549250";"Total";"1027";"61";"690"
"3549300";"Total";"1528";"37";"521"
"3549409";"Total";"28332";"4102";"13925"
"3549508";"Total";"4828";"479";"3084"
"3549607";"Total";"2586";"338";"1148"
"3549706";"Total";"37957";"2707";"11109"
"3549805";"Total";"311775";"14246";"77407"
"3549904";"Total";"457170";"26806";"136217"
"3549953";"Total";"8641";"558";"4549"
"3550001";"Total";"8315";"120";"1952"
"3550100";"Total";"26762";"1924";"9480"
"3550209";"Total";"22226";"527";"8079"
"3550308";"Total";"6823004";"717215";"3447290"
"3550407";"Total";"24572";"724";"6216"
"3550506";"Total";"5196";"221";"1722"
"3550605";"Total";"52528";"3978";"21289"
"3550704";"Total";"40093";"5236";"28085"
"3550803";"Total";"8422";"553";"3113"
"3550902";"Total";"10002";"854";"3452"
"3551009";"Total";"176654";"24321";"128635"
"3551108";"Total";"6086";"168";"2604"
"3551207";"Total";"2625";"96";"874"
"3551306";"Total";"2244";"58";"721"
"3551405";"Total";"6549";"813";"3856"
"3551504";"Total";"19458";"2797";"16404"
"3551603";"Total";"20839";"828";"4611"
"3551702";"Total";"63555";"5974";"39747"
"3551801";"Total";"6650";"459";"5504"
"3551900";"Total";"8361";"698";"6274"
"3552007";"Total";"4069";"279";"1401"
"3552106";"Total";"32156";"768";"3565"
"3552205";"Total";"434777";"24016";"121251"
"3552304";"Total";"4259";"221";"2870"
"3552403";"Total";"141679";"12005";"85906"
"3552502";"Total";"134510";"18775";"100235"
"3552551";"Total";"1674";"104";"1606"
"3552601";"Total";"8449";"353";"2547"
"3552700";"Total";"9873";"480";"4190"
"3552809";"Total";"118641";"22110";"100281"
"3552908";"Total";"3144";"270";"2282"
"3553005";"Total";"9032";"137";"1646"
"3553104";"Total";"4336";"157";"1393"
"3553203";"Total";"4289";"177";"925"
"3553302";"Total";"14649";"1039";"6656"
"3553401";"Total";"18128";"701";"5135"
"3553500";"Total";"5037";"368";"2360"
"3553609";"Total";"8257";"628";"3816"
"3553658";"Total";"1896";"110";"684"
"3553708";"Total";"35814";"2440";"15043"
"3553807";"Total";"16245";"399";"5436"
"3553856";"Total";"4061";"40";"1030"
"3553906";"Total";"3261";"340";"2842"
"3553955";"Total";"7533";"398";"4918"
"3554003";"Total";"85934";"2693";"18050"
"3554102";"Total";"214554";"8747";"52825"
"3554201";"Total";"3557";"107";"1113"
"3554300";"Total";"9507";"1202";"10425"
"3554409";"Total";"5699";"412";"2126"
"3554508";"Total";"28230";"1860";"6603"
"3554607";"Total";"2052";"47";"537"
"3554656";"Total";"1907";"9";"324"
"3554706";"Total";"7512";"135";"1640"
"3554755";"Total";"861";"94";"590"
"3554805";"Total";"30681";"1827";"8113"
"3554904";"Total";"3885";"158";"1331"
